dong_id,type_id,score,score_id
402,6,2,3215
402,7,2,3216
403,2,2,3217
403,3,2,3218
403,5,2,3219
403,4,2,3220
403,1,2,3221
403,8,2,3222
403,6,2,3223
403,7,1,3224
404,2,2,3225
404,3,1,3226
404,5,1,3227
404,4,1,3228
404,1,2,3229
404,8,1,3230
404,6,1,3231
404,7,1,3232
405,2,1,3233
405,3,1,3234
405,5,1,3235
405,4,1,3236
405,1,1,3237
405,8,2,3238
405,6,1,3239
405,7,1,3240
406,2,3,3241
406,3,3,3242
406,5,3,3243
406,4,3,3244
406,1,3,3245
406,8,3,3246
406,6,3,3247
406,7,2,3248
407,2,3,3249
407,3,2,3250
407,5,3,3251
407,4,3,3252
407,1,3,3253
407,8,3,3254
407,6,3,3255
407,7,2,3256
408,2,1,3257
408,3,1,3258
408,5,1,3259
408,4,1,3260
408,1,1,3261
408,8,1,3262
408,6,1,3263
408,7,2,3264
409,2,3,3265
409,3,3,3266
409,5,3,3267
409,4,3,3268
409,1,3,3269
409,8,3,3270
409,6,3,3271
409,7,2,3272
410,2,3,3273
410,3,3,3274
410,5,3,3275
410,4,3,3276
410,1,3,3277
410,8,3,3278
410,6,3,3279
410,7,2,3280
411,2,2,3281
411,3,2,3282
411,5,2,3283
411,4,3,3284
411,1,3,3285
411,8,2,3286
411,6,2,3287
411,7,2,3288
412,2,2,3289
412,3,1,3290
412,5,1,3291
412,4,2,3292
412,1,2,3293
412,8,3,3294
412,6,1,3295
412,7,1,3296
413,2,3,3297
413,3,3,3298
413,5,3,3299
413,4,3,3300
413,1,3,3301
413,8,3,3302
413,6,3,3303
413,7,2,3304
414,2,2,3305
414,3,1,3306
414,5,1,3307
414,4,1,3308
414,1,1,3309
414,8,2,3310
414,6,1,3311
414,7,1,3312
415,2,3,3313
415,3,3,3314
415,5,3,3315
415,4,3,3316
415,1,3,3317
415,8,3,3318
415,6,3,3319
415,7,2,3320
416,2,3,3321
416,3,3,3322
416,5,3,3323
416,4,3,3324
416,1,3,3325
416,8,3,3326
416,6,3,3327
416,7,2,3328
417,2,3,3329
417,3,3,3330
417,5,3,3331
417,4,3,3332
417,1,3,3333
417,8,3,3334
417,6,3,3335
417,7,2,3336
418,2,1,3337
418,3,3,3338
418,5,3,3339
418,4,3,3340
418,1,3,3341
418,8,3,3342
418,6,3,3343
418,7,2,3344
419,2,1,3345
419,3,3,3346
419,5,3,3347
419,4,3,3348
419,1,3,3349
419,8,3,3350
419,6,3,3351
419,7,2,3352
420,2,1,3353
420,3,2,3354
420,5,3,3355
420,4,3,3356
420,1,3,3357
420,8,2,3358
420,6,3,3359
420,7,2,3360
421,2,3,3361
421,3,3,3362
421,5,3,3363
421,4,3,3364
421,1,3,3365
421,8,3,3366
421,6,3,3367
421,7,2,3368
422,2,3,3369
422,3,3,3370
422,5,3,3371
422,4,3,3372
422,1,3,3373
422,8,3,3374
422,6,3,3375
422,7,2,3376
423,2,3,3377
423,3,3,3378
423,5,2,3379
423,4,3,3380
423,1,2,3381
423,8,3,3382
423,6,3,3383
423,7,1,3384
424,2,1,3385
424,3,1,3386
424,5,1,3387
424,4,1,3388
424,1,1,3389
424,8,2,3390
424,6,2,3391
424,7,1,3392
425,2,3,3393
425,3,3,3394
425,5,3,3395
425,4,3,3396
425,1,3,3397
425,8,3,3398
425,6,3,3399
425,7,2,3400
426,2,3,3401
426,3,3,3402
426,5,3,3403
426,4,3,3404
426,1,3,3405
426,8,3,3406
426,6,3,3407
426,7,2,3408
427,2,3,3409
427,3,3,3410
427,5,3,3411
427,4,3,3412
427,1,3,3413
427,8,3,3414
427,6,3,3415
427,7,2,3416
428,2,2,3417
428,3,1,3418
428,5,1,3419
428,4,2,3420
428,1,2,3421
428,8,3,3422
428,6,1,3423
428,7,1,3424
429,2,2,3425
429,3,1,3426
429,5,1,3427
429,4,1,3428
429,1,1,3429
429,8,2,3430
429,6,1,3431
429,7,1,3432
430,2,2,3433
430,3,1,3434
430,5,2,3435
430,4,2,3436
430,1,2,3437
430,8,3,3438
430,6,2,3439
430,7,1,3440
431,2,3,3441
431,3,3,3442
431,5,3,3443
431,4,3,3444
431,1,3,3445
431,8,3,3446
431,6,3,3447
431,7,2,3448
432,2,3,3449
432,3,3,3450
432,5,3,3451
432,4,3,3452
432,1,3,3453
432,8,3,3454
432,6,3,3455
432,7,2,3456
433,2,3,3457
433,3,3,3458
433,5,3,3459
433,4,3,3460
433,1,3,3461
433,8,3,3462
433,6,3,3463
433,7,2,3464
434,2,3,3465
434,3,3,3466
434,5,3,3467
434,4,3,3468
434,1,3,3469
434,8,3,3470
434,6,3,3471
434,7,2,3472
435,2,3,3473
435,3,3,3474
435,5,3,3475
435,4,3,3476
435,1,3,3477
435,8,3,3478
435,6,3,3479
435,7,2,3480
436,2,3,3481
436,3,3,3482
436,5,3,3483
436,4,3,3484
436,1,3,3485
436,8,3,3486
436,6,3,3487
436,7,2,3488
437,2,2,3489
437,3,2,3490
437,5,2,3491
437,4,2,3492
437,1,2,3493
437,8,2,3494
437,6,2,3495
437,7,2,3496
438,2,2,3497
438,3,2,3498
438,5,2,3499
438,4,2,3500
438,1,2,3501
438,8,3,3502
438,6,2,3503
438,7,1,3504
439,2,2,3505
439,3,1,3506
439,5,2,3507
439,4,2,3508
439,1,3,3509
439,8,2,3510
439,6,2,3511
439,7,1,3512
440,2,2,3513
440,3,1,3514
440,5,1,3515
440,4,2,3516
440,1,1,3517
440,8,2,3518
440,6,2,3519
440,7,1,3520
441,2,3,3521
441,3,3,3522
441,5,3,3523
441,4,3,3524
441,1,3,3525
441,8,3,3526
441,6,3,3527
441,7,1,3528
442,2,3,3529
442,3,2,3530
442,5,3,3531
442,4,3,3532
442,1,3,3533
442,8,3,3534
442,6,3,3535
442,7,1,3536
443,2,3,3537
443,3,3,3538
443,5,3,3539
443,4,3,3540
443,1,3,3541
443,8,3,3542
443,6,3,3543
443,7,1,3544
444,2,3,3545
444,3,3,3546
444,5,3,3547
444,4,3,3548
444,1,3,3549
444,8,3,3550
444,6,3,3551
444,7,2,3552
445,2,3,3553
445,3,3,3554
445,5,3,3555
445,4,3,3556
445,1,3,3557
445,8,3,3558
445,6,3,3559
445,7,1,3560
446,2,3,3561
446,3,3,3562
446,5,3,3563
446,4,3,3564
446,1,3,3565
446,8,3,3566
446,6,2,3567
446,7,1,3568
447,2,3,3569
447,3,3,3570
447,5,3,3571
447,4,3,3572
447,1,3,3573
447,8,2,3574
447,6,3,3575
447,7,2,3576
448,2,3,3577
448,3,3,3578
448,5,3,3579
448,4,3,3580
448,1,3,3581
448,8,2,3582
448,6,3,3583
448,7,2,3584
449,2,3,3585
449,3,3,3586
449,5,3,3587
449,4,3,3588
449,1,3,3589
449,8,2,3590
449,6,3,3591
449,7,2,3592
450,2,3,3593
450,3,3,3594
450,5,3,3595
450,4,3,3596
450,1,3,3597
450,8,3,3598
450,6,3,3599
450,7,2,3600
451,2,3,3601
451,3,3,3602
451,5,3,3603
451,4,3,3604
451,1,3,3605
451,8,3,3606
451,6,3,3607
451,7,2,3608
452,2,3,3609
452,3,3,3610
452,5,3,3611
452,4,3,3612
452,1,3,3613
452,8,3,3614
452,6,2,3615
452,7,1,3616
453,2,3,3617
453,3,3,3618
453,5,3,3619
453,4,3,3620
453,1,3,3621
453,8,3,3622
453,6,3,3623
453,7,2,3624
454,2,3,3625
454,3,3,3626
454,5,3,3627
454,4,3,3628
454,1,3,3629
454,8,3,3630
454,6,3,3631
454,7,2,3632
455,2,3,3633
455,3,3,3634
455,5,3,3635
455,4,3,3636
455,1,3,3637
455,8,3,3638
455,6,3,3639
455,7,2,3640
456,2,3,3641
456,3,2,3642
456,5,3,3643
456,4,3,3644
456,1,3,3645
456,8,3,3646
456,6,2,3647
456,7,2,3648
457,2,3,3649
457,3,3,3650
457,5,3,3651
457,4,3,3652
457,1,3,3653
457,8,3,3654
457,6,3,3655
457,7,2,3656
458,2,3,3657
458,3,3,3658
458,5,3,3659
458,4,3,3660
458,1,3,3661
458,8,3,3662
458,6,3,3663
458,7,2,3664
459,2,3,3665
459,3,2,3666
459,5,3,3667
459,4,2,3668
459,1,3,3669
459,8,3,3670
459,6,3,3671
459,7,1,3672
460,2,3,3673
460,3,3,3674
460,5,3,3675
460,4,3,3676
460,1,3,3677
460,8,3,3678
460,6,3,3679
460,7,2,3680
461,2,3,3681
461,3,3,3682
461,5,2,3683
461,4,3,3684
461,1,3,3685
461,8,3,3686
461,6,3,3687
461,7,2,3688
462,2,3,3689
462,3,3,3690
462,5,3,3691
462,4,3,3692
462,1,3,3693
462,8,3,3694
462,6,3,3695
462,7,2,3696
463,2,3,3697
463,3,3,3698
463,5,3,3699
463,4,3,3700
463,1,3,3701
463,8,3,3702
463,6,3,3703
463,7,2,3704
464,2,3,3705
464,3,3,3706
464,5,3,3707
464,4,3,3708
464,1,3,3709
464,8,3,3710
464,6,3,3711
464,7,2,3712
465,2,2,3713
465,3,2,3714
465,5,2,3715
465,4,3,3716
465,1,3,3717
465,8,3,3718
465,6,2,3719
465,7,1,3720
